4	3.054326	13	p0067	200k
1	0.026931	13	p0068	200k
2	0.227787	13	p0068	200k
3	0.792222	13	p0068	200k
4	2.953060	13	p0068	200k
1	0.047609	13	p0069	200k
2	0.296978	13	p0069	200k
3	0.866943	13	p0069	200k
4	2.788469	13	p0069	200k
1	0.021976	13	p0070	200k
2	0.206965	13	p0070	200k
3	0.765990	13	p0070	200k
4	3.005069	13	p0070	200k
1	0.031110	13	p0071	200k
2	0.243731	13	p0071	200k
3	0.811017	13	p0071	200k
4	2.914143	13	p0071	200k
1	0.064665	13	p0072	200k
2	0.341622	13	p0072	200k
3	0.907081	13	p0072	200k
4	2.686631	13	p0072	200k
1	0.098354	13	p0073	200k
2	0.412376	13	p0073	200k
3	0.960534	13	p0073	200k
4	2.528736	13	p0073	200k
1	0.015209	13	p0074	200k
2	0.173758	13	p0074	200k
3	0.719497	13	p0074	200k
4	3.091536	13	p0074	200k
1	0.008258	13	p0075	200k
2	0.129595	13	p0075	200k
3	0.645987	13	p0075	200k
4	3.216160	13	p0075	200k
1	0.016354	13	p0076	200k
2	0.179880	13	p0076	200k
3	0.728552	13	p0076	200k
4	3.075215	13	p0076	200k
1	0.042355	13	p0077	200k
2	0.281370	13	p0077	200k
3	0.851542	13	p0077	200k
4	2.824733	13	p0077	200k
1	0.015035	13	p0078	200k
2	0.172810	13	p0078	200k
3	0.718072	13	p0078	200k
4	3.094082	13	p0078	200k
1	0.038223	13	p0079	200k
2	0.268292	13	p0079	200k
3	0.838029	13	p0079	200k
4	2.855456	13	p0079	200k
1	0.017772	13	p0080	200k
2	0.187139	13	p0080	200k
3	0.738991	13	p0080	200k
4	3.056098	13	p0080	200k
1	0.108774	13	p0081	200k
2	0.431135	13	p0081	200k
3	0.972877	13	p0081	200k
4	2.487214	13	p0081	200k
1	0.023032	13	p0082	200k
2	0.211606	13	p0082	200k
3	0.772014	13	p0082	200k
4	2.993348	13	p0082	200k
1	0.009913	13	p0083	200k
2	0.141530	13	p0083	200k
3	0.667457	13	p0083	200k
4	3.181100	13	p0083	200k
1	0.029581	13	p0084	200k
2	0.238046	13	p0084	200k
3	0.804436	13	p0084	200k
4	2.927938	13	p0084	200k
1	0.027927	13	p0085	200k
2	0.231709	13	p0085	200k
3	0.796945	13	p0085	200k
4	2.943418	13	p0085	200k
1	0.023969	13	p0086	200k
2	0.215625	13	p0086	200k
3	0.777147	13	p0086	200k
4	2.983260	13	p0086	200k
1	0.055027	13	p0087	200k
2	0.317390	13	p0087	200k
3	0.885979	13	p0087	200k
4	2.741603	13	p0087	200k
1	0.003570	13	p0088	200k
2	0.086230	13	p0088	200k
3	0.553755	13	p0088	200k
4	3.356445	13	p0088	200k
1	0.047714	13	p0089	200k
2	0.297278	13	p0089	200k
3	0.867232	13	p0089	200k
4	2.787776	13	p0089	200k
1	0.038795	13	p0090	200k
2	0.270151	13	p0090	200k
3	0.839985	13	p0090	200k
4	2.851069	13	p0090	200k
1	0.039526	13	p0091	200k
2	0.272502	13	p0091	200k
3	0.842441	13	p0091	200k
4	2.845531	13	p0091	200k
1	0.021414	13	p0092	200k
2	0.204444	13	p0092	200k
3	0.762672	13	p0092	200k
4	3.011470	13	p0092	200k
1	0.034226	13	p0093	200k
2	0.254849	13	p0093	200k
3	0.823522	13	p0093	200k
4	2.887402	13	p0093	200k
1	0.023298	13	p0094	200k
2	0.212758	13	p0094	200k
3	0.773493	13	p0094	200k
4	2.990451	13	p0094	200k
1	0.025328	13	p0095	200k
2	0.221304	13	p0095	200k
3	0.784270	13	p0095	200k
4	2.969098	13	p0095	200k
1	0.144782	13	p0096	200k
2	0.488332	13	p0096	200k
3	1.006260	13	p0096	200k
4	2.360627	13	p0096	200k
1	0.026565	13	p0097	200k
2	0.226328	13	p0097	200k
3	0.790449	13	p0097	200k
4	2.956658	13	p0097	200k
1	0.016412	13	p0098	200k
2	0.180185	13	p0098	200k
3	0.728997	13	p0098	200k
4	3.074406	13	p0098	200k
1	0.022056	13	p0099	200k
2	0.207321	13	p0099	200k
3	0.766455	13	p0099	200k
4	3.004168	13	p0099	200k
1	0.014574	13	p0100	200k
2	0.170259	13	p0100	200k
3	0.714212	13	p0100	200k
4	3.100955	13	p0100	200k
1	0.089625	13	p0101	200k
2	0.395684	13	p0101	200k
3	0.948936	13	p0101	200k
4	2.565755	13	p0101	200k
1	0.029860	13	p0102	200k
2	0.239096	13	p0102	200k
3	0.805662	13	p0102	200k
4	2.925382	13	p0102	200k
1	0.046906	13	p0103	200k
2	0.294948	13	p0103	200k
3	0.864983	13	p0103	200k
4	2.793163	13	p0103	200k
1	0.029601	13	p0104	200k
2	0.238124	13	p0104	200k
3	0.804528	13	p0104	200k
4	2.927747	13	p0104	200k
1	0.021279	13	p0105	200k
2	0.203833	13	p0105	200k
3	0.761863	13	p0105	200k
4	3.013025	13	p0105	200k
1	0.043828	13	p0106	200k
2	0.285854	13	p0106	200k
3	0.856044	13	p0106	200k
4	2.814274	13	p0106	200k
1	0.035979	13	p0107	200k
2	0.260848	13	p0107	200k
3	0.830076	13	p0107	200k
4	2.873097	13	p0107	200k
1	0.121777	13	p0109	200k
2	0.453020	13	p0109	200k
3	0.986389	13	p0109	200k
4	2.438814	13	p0109	200k
1	0.022396	13	p0110	200k
2	0.208824	13	p0110	200k
3	0.768415	13	p0110	200k
4	3.000365	13	p0110	200k
1	0.067677	13	p0111	200k
2	0.348748	13	p0111	200k
3	0.912996	13	p0111	200k
4	2.670579	13	p0111	200k
1	0.010532	13	p0112	200k
2	0.145711	13	p0112	200k
3	0.674669	13	p0112	200k
4	3.169089	13	p0112	200k
1	0.028236	13	p0113	200k
2	0.232909	13	p0113	200k
3	0.798376	13	p0113	200k
4	2.940479	13	p0113	200k
1	0.043991	13	p0114	200k
2	0.286346	13	p0114	200k
3	0.856535	13	p0114	200k
4	2.813127	13	p0114	200k
1	0.116153	13	p0115	200k
2	0.443745	13	p0115	200k
3	0.980777	13	p0115	200k
4	2.459325	13	p0115	200k
1	0.018674	13	p0116	200k
2	0.191596	13	p0116	200k
3	0.745248	13	p0116	200k
4	3.044483	13	p0116	200k
1	0.054929	13	p0117	200k
2	0.317130	13	p0117	200k
3	0.885744	13	p0117	200k
4	2.742198	13	p0117	200k
1	0.020726	13	p0118	200k
2	0.201307	13	p0118	200k
3	0.758499	13	p0118	200k
4	3.019467	13	p0118	200k
1	0.016969	13	p0119	200k
2	0.183067	13	p0119	200k
3	0.733175	13	p0119	200k
4	3.066789	13	p0119	200k
1	0.044683	13	p0120	200k
2	0.288415	13	p0120	200k
3	0.858588	13	p0120	200k
4	2.808314	13	p0120	200k
1	0.030392	13	p0121	200k
2	0.241081	13	p0121	200k
3	0.807966	13	p0121	200k
4	2.920562	13	p0121	200k
1	0.038012	13	p0122	200k
2	0.267603	13	p0122	200k
3	0.837301	13	p0122	200k
4	2.857084	13	p0122	200k
1	0.027203	13	p0123	200k
2	0.228865	13	p0123	200k
3	0.793527	13	p0123	200k
4	2.950406	13	p0123	200k
1	0.013007	13	p0124	200k
2	0.161240	13	p0124	200k
3	0.700205	13	p0124	200k
4	3.125548	13	p0124	200k
1	0.030556	13	p0125	200k
2	0.241690	13	p0125	200k
3	0.808669	13	p0125	200k
4	2.919086	13	p0125	200k
1	0.025498	13	p0126	200k
2	0.222003	13	p0126	200k
3	0.785137	13	p0126	200k
4	2.967362	13	p0126	200k
1	0.057511	13	p0128	200k
2	0.323861	13	p0128	200k
3	0.891768	13	p0128	200k
4	2.726860	13	p0128	200k
1	0.021337	13	p0129	200k
2	0.204094	13	p0129	200k
3	0.762208	13	p0129	200k
4	3.012361	13	p0129	200k
1	0.011440	13	p0130	200k
2	0.151616	13	p0130	200k
3	0.684603	13	p0130	200k
4	3.152341	13	p0130	200k
1	0.131079	13	p0131	200k
2	0.467776	13	p0131	200k
3	0.994977	13	p0131	200k
4	2.406169	13	p0131	200k
1	0.052762	13	p0132	200k
2	0.311337	13	p0132	200k
3	0.880459	13	p0132	200k
4	2.755443	13	p0132	200k
1	0.026575	13	p0133	200k
2	0.226366	13	p0133	200k
3	0.790495	13	p0133	200k
4	2.956564	13	p0133	200k
1	0.086530	13	p0134	200k
2	0.389526	13	p0134	200k
3	0.944506	13	p0134	200k
4	2.579438	13	p0134	200k
1	0.033405	13	p0135	200k
2	0.251977	13	p0135	200k
3	0.820337	13	p0135	200k
4	2.894281	13	p0135	200k
1	0.054448	13	p0136	200k
2	0.315857	13	p0136	200k
3	0.884591	13	p0136	200k
4	2.745103	13	p0136	200k
1	0.024325	13	p0137	200k
2	0.217130	13	p0137	200k
3	0.779049	13	p0137	200k
4	2.979496	13	p0137	200k
1	0.022465	13	p0138	200k
2	0.209129	13	p0138	200k
3	0.768812	13	p0138	200k
4	2.999594	13	p0138	200k
1	0.042418	13	p0139	200k
2	0.281565	13	p0139	200k
3	0.851738	13	p0139	200k
4	2.824280	13	p0139	200k
1	0.051637	13	p0140	200k
2	0.308275	13	p0140	200k
3	0.877627	13	p0140	200k
4	2.762461	13	p0140	200k
1	0.067567	13	p0141	200k
2	0.348491	13	p0141	200k
3	0.912785	13	p0141	200k
4	2.671158	13	p0141	200k
1	0.020732	13	p0142	200k
2	0.201336	13	p0142	200k
3	0.758538	13	p0142	200k
4	3.019393	13	p0142	200k
1	0.027640	13	p0143	200k
2	0.230586	13	p0143	200k
3	0.795599	13	p0143	200k
4	2.946176	13	p0143	200k
1	0.023811	13	p0144	200k
2	0.214955	13	p0144	200k
3	0.776297	13	p0144	200k
4	2.984937	13	p0144	200k
1	0.029796	13	p0145	200k
2	0.238855	13	p0145	200k
3	0.805381	13	p0145	200k
4	2.925969	13	p0145	200k
1	0.017212	13	p0146	200k
2	0.184312	13	p0146	200k
3	0.734963	13	p0146	200k
4	3.063513	13	p0146	200k
1	0.052893	13	p0147	200k
2	0.311693	13	p0147	200k
3	0.880787	13	p0147	200k
4	2.754627	13	p0147	200k
1	0.026072	13	p0148	200k
2	0.224339	13	p0148	200k
3	0.788017	13	p0148	200k
4	2.961572	13	p0148	200k
1	0.231674	13	p0149	200k
2	0.595333	13	p0149	200k
3	1.052773	13	p0149	200k
4	2.120221	13	p0149	200k
1	0.444510	13	p0150	200k
2	0.768949	13	p0150	200k
3	1.084386	13	p0150	200k
4	1.702155	13	p0150	200k
1	0.096190	13	p0151	200k
2	0.408325	13	p0151	200k
3	0.957773	13	p0151	200k
4	2.537712	13	p0151	200k
1	0.016869	13	p0152	200k
2	0.182556	13	p0152	200k
3	0.732437	13	p0152	200k
4	3.068137	13	p0152	200k
1	0.039924	13	p0153	200k
2	0.273769	13	p0153	200k
3	0.843758	13	p0153	200k
4	2.842549	13	p0153	200k
1	0.012527	13	p0154	200k
2	0.158366	13	p0154	200k
3	0.695621	13	p0154	200k
4	3.133486	13	p0154	200k
1	0.070034	13	p0155	200k
2	0.354194	13	p0155	200k
3	0.917431	13	p0155	200k
4	2.658341	13	p0155	200k
1	0.023145	13	p0156	200k
2	0.212094	13	p0156	200k
3	0.772642	13	p0156	200k
4	2.992119	13	p0156	200k
1	0.025822	13	p0157	200k
2	0.223328	13	p0157	200k
3	0.786772	13	p0157	200k
4	2.964078	13	p0157	200k
1	0.135521	13	p0159	200k
2	0.474587	13	p0159	200k
3	0.998802	13	p0159	200k
4	2.391090	13	p0159	200k
1	0.012734	13	p0160	200k
2	0.159610	13	p0160	200k
3	0.697612	13	p0160	200k
4	3.130044	13	p0160	200k
1	0.079315	13	p0161	200k
2	0.374627	13	p0161	200k
3	0.933440	13	p0161	200k
4	2.612618	13	p0161	200k
1	0.052415	13	p0162	200k
2	0.310397	13	p0162	200k
3	0.879593	13	p0162	200k
4	2.757594	13	p0162	200k
1	0.068122	13	p0164	200k
2	0.349785	13	p0164	200k
3	0.913846	13	p0164	200k
4	2.668246	13	p0164	200k
1	0.023017	13	p0165	200k
2	0.211539	13	p0165	200k
3	0.771928	13	p0165	200k
4	2.993517	13	p0165	200k
1	0.027830	13	p0166	200k
2	0.231329	13	p0166	200k
3	0.796491	13	p0166	200k
4	2.944350	13	p0166	200k
1	0.157296	13	p0167	200k
2	0.506023	13	p0167	200k
3	1.015350	13	p0167	200k
4	2.321332	13	p0167	200k
1	0.012462	13	p0168	200k
2	0.157970	13	p0168	200k
3	0.694984	13	p0168	200k
4	3.134583	13	p0168	200k
1	0.031728	13	p0169	200k
2	0.245985	13	p0169	200k
3	0.813591	13	p0169	200k
4	2.908697	13	p0169	200k
1	0.101204	13	p0170	200k
2	0.417624	13	p0170	200k
3	0.964060	13	p0170	200k
4	2.517112	13	p0170	200k
1	0.054590	13	p0171	200k
2	0.316234	13	p0171	200k
3	0.884933	13	p0171	200k
4	2.744243	13	p0171	200k
1	0.021735	13	p0172	200k
2	0.205889	13	p0172	200k
3	0.764578	13	p0172	200k
4	3.007798	13	p0172	200k
1	0.024215	13	p0173	200k
2	0.216668	13	p0173	200k
3	0.778466	13	p0173	200k
4	2.980651	13	p0173	200k
1	0.025066	13	p0174	200k
2	0.220223	13	p0174	200k
3	0.782926	13	p0174	200k
4	2.971785	13	p0174	200k
1	0.012142	13	p0175	200k
2	0.156013	13	p0175	200k
3	0.691819	13	p0175	200k
4	3.140026	13	p0175	200k
1	0.030742	13	p0176	200k
2	0.242379	13	p0176	200k
3	0.809463	13	p0176	200k
4	2.917416	13	p0176	200k
1	0.033374	13	p0177	200k
2	0.251867	13	p0177	200k
3	0.820214	13	p0177	200k
4	2.894545	13	p0177	200k
1	0.031469	13	p0178	200k
2	0.245045	13	p0178	200k
3	0.812520	13	p0178	200k
4	2.910965	13	p0178	200k
1	0.056818	13	p0179	200k
2	0.322071	13	p0179	200k
3	0.890178	13	p0179	200k
4	2.730933	13	p0179	200k
1	0.031897	13	p0180	200k
2	0.246598	13	p0180	200k
3	0.814287	13	p0180	200k
4	2.907217	13	p0180	200k
1	0.037908	13	p0181	200k
2	0.267262	13	p0181	200k
3	0.836940	13	p0181	200k
4	2.857890	13	p0181	200k
1	0.061723	13	p0182	200k
2	0.334466	13	p0182	200k
3	0.901011	13	p0182	200k
4	2.702800	13	p0182	200k
1	0.020370	13	p0185	200k
2	0.199661	13	p0185	200k
3	0.756289	13	p0185	200k
4	3.023680	13	p0185	200k
1	0.061820	13	p0186	200k
2	0.334706	13	p0186	200k
3	0.901216	13	p0186	200k
4	2.702257	13	p0186	200k
1	0.013159	13	p0187	200k
2	0.162142	13	p0187	200k
3	0.701632	13	p0187	200k
4	3.123068	13	p0187	200k
1	0.022492	13	p0188	200k
2	0.209246	13	p0188	200k
3	0.768964	13	p0188	200k
4	2.999297	13	p0188	200k
1	0.027419	13	p0189	200k
2	0.229717	13	p0189	200k
3	0.794554	13	p0189	200k
4	2.948310	13	p0189	200k
1	0.024799	13	p0190	200k
2	0.219113	13	p0190	200k
3	0.781540	13	p0190	200k
4	2.974548	13	p0190	200k
1	0.027485	13	p0191	200k
2	0.229979	13	p0191	200k
3	0.794870	13	p0191	200k
4	2.947666	13	p0191	200k
1	0.026297	13	p0193	200k
2	0.225249	13	p0193	200k
3	0.789132	13	p0193	200k
4	2.959323	13	p0193	200k
1	0.026085	13	p0194	200k
2	0.224394	13	p0194	200k
3	0.788085	13	p0194	200k
4	2.961436	13	p0194	200k
1	0.068806	13	p0195	200k
2	0.351372	13	p0195	200k
3	0.915142	13	p0195	200k
4	2.664680	13	p0195	200k
1	0.069193	13	p0196	200k
2	0.352263	13	p0196	200k
3	0.915868	13	p0196	200k
4	2.662676	13	p0196	200k
1	0.032231	13	p0197	200k
2	0.247802	13	p0197	200k
3	0.815651	13	p0197	200k
4	2.904316	13	p0197	200k
1	0.022440	13	p0198	200k
2	0.209016	13	p0198	200k
3	0.768665	13	p0198	200k
4	2.999879	13	p0198	200k
1	0.033382	13	p0199	200k
2	0.251896	13	p0199	200k
3	0.820246	13	p0199	200k
4	2.894476	13	p0199	200k
1	0.039371	13	p0200	200k
2	0.272006	13	p0200	200k
3	0.841925	13	p0200	200k
4	2.846698	13	p0200	200k
1	0.030917	13	p0201	200k
2	0.243025	13	p0201	200k
3	0.810207	13	p0201	200k
4	2.915850	13	p0201	200k
1	0.022681	13	p0202	200k
2	0.210076	13	p0202	200k
3	0.770040	13	p0202	200k
4	2.997203	13	p0202	200k
1	0.022709	13	p0203	200k
2	0.210198	13	p0203	200k
3	0.770197	13	p0203	200k
4	2.996896	13	p0203	200k
1	0.079956	13	p0204	200k
2	0.375982	13	p0204	200k
3	0.934467	13	p0204	200k
4	2.609595	13	p0204	200k
1	0.066380	13	p0206	200k
2	0.345703	13	p0206	200k
3	0.910484	13	p0206	200k
4	2.677433	13	p0206	200k
1	0.078096	13	p0208	200k
2	0.372029	13	p0208	200k
3	0.931459	13	p0208	200k
4	2.618416	13	p0208	200k
1	0.047992	13	p0209	200k
2	0.298074	13	p0209	200k
3	0.867996	13	p0209	200k
4	2.785938	13	p0209	200k
1	0.043106	13	p0210	200k
2	0.283667	13	p0210	200k
3	0.853856	13	p0210	200k
4	2.819370	13	p0210	200k
1	0.054190	13	p0211	200k
2	0.315172	13	p0211	200k
3	0.883968	13	p0211	200k
4	2.746670	13	p0211	200k
1	0.022390	13	p0213	200k
2	0.208796	13	p0213	200k
3	0.768379	13	p0213	200k
4	3.000435	13	p0213	200k
1	0.236330	13	p0214	200k
2	0.600218	13	p0214	200k
3	1.054417	13	p0214	200k
4	2.109035	13	p0214	200k
1	0.021063	13	p0217	200k
2	0.202852	13	p0217	200k
3	0.760561	13	p0217	200k
4	3.015524	13	p0217	200k
1	0.101487	13	p0219	200k
2	0.418141	13	p0219	200k
3	0.964403	13	p0219	200k
4	2.515969	13	p0219	200k
1	0.012709	13	p0220	200k
2	0.159460	13	p0220	200k
3	0.697372	13	p0220	200k
4	3.130459	13	p0220	200k
