id	observed	expected
G003989665	p__	p__Proteobacteria
G003048675	p__	p__Proteobacteria
G000426025	p__	p__Proteobacteria
G000189255	p__	p__Proteobacteria
G000502875	p__	p__Proteobacteria
G902499075	p__	p__Proteobacteria
G003339605	p__	p__Proteobacteria
G900110025	p__	p__Proteobacteria
G004358025	p__	p__Proteobacteria
G005406225	p__	p__Proteobacteria
G003212315	p__	p__SAR116_cluster
G005434975	p__	p__Proteobacteria
G003666685	p__	p__Proteobacteria
G002737115	p__	p__FCB_group
G003151315	p__	p__PVC_group
G002441205	p__	p__Proteobacteria
G900445235	p__	p__Proteobacteria
G000284315	p__	p__Nitrospirae
G000191405	p__	p__Proteobacteria
G005888095	p__	p__Proteobacteria
G001655675	p__	p__Proteobacteria
G009840115	p__	p__FCB_group
G009691645	p__	p__PVC_group
G902591695	p__	p__Proteobacteria
G000743945	p__	p__Proteobacteria
G003132425	p__	p__Proteobacteria
G002753465	p__	p__PVC_group
G000152965	p__	p__Proteobacteria
G002953215	p__	p__Proteobacteria
G003153915	p__	p__PVC_group
G003096615	p__	p__Proteobacteria
G902530635	p__	p__Proteobacteria
G003096715	p__	p__Proteobacteria
G002776555	p__	p__Proteobacteria
G002933315	p__	p__Proteobacteria
G011051755	p__	p__Proteobacteria
G013041835	p__	p__Proteobacteria
G002169685	p__	p__Proteobacteria
G003650935	p__	p__Diaforarchaea_group
G002157875	p__	p__Proteobacteria
G902596205	p__	p__Proteobacteria
G001917905	p__	p__Acidobacteria
G000017585	p__	p__Proteobacteria
G007751255	p__	p__PVC_group
G002383415	p__	p__Proteobacteria
G900141755	p__	p__Proteobacteria
G001238275	p__	p__Proteobacteria
G001485295	p__	p__Proteobacteria
G000739065	p__	p__Methanomada_group
G003105015	p__	p__Proteobacteria
G012799725	p__	p__PVC_group
G008638225	p__	p__Proteobacteria
G002487355	p__	p__Stenosarchaea_group
G001431725	p__	p__Proteobacteria
G000821185	p__	p__Proteobacteria
G001641615	p__	p__Proteobacteria
G003222055	p__	p__FCB_group
G001772005	p__	p__Proteobacteria
G003206615	p__	p__Proteobacteria
G003136635	p__	p__candidate_division_FCPU426
G002502705	p__	p__Diaforarchaea_group
G001427105	p__	p__Proteobacteria
G000832065	p__	p__Proteobacteria
G902587735	p__	p__Proteobacteria
G902543185	p__	p__Proteobacteria
G013329085	p__	p__Stenosarchaea_group
G009886815	p__	p__Proteobacteria
G000992695	p__	p__Candidatus_Peregrinibacteria
G002709235	p__	p__Proteobacteria
G900078365	p__	p__Proteobacteria
G011390875	p__	p__Proteobacteria
G900452395	p__	p__Proteobacteria
G002157735	p__	p__Proteobacteria
G008124615	p__	p__Proteobacteria
G002307315	p__	p__Proteobacteria
G902565325	p__	p__Proteobacteria
G002347815	p__	p__Proteobacteria
G007474605	p__	p__Proteobacteria
G002780235	p__	p__Candidatus_Berkelbacteria
G009886045	p__	p__PVC_group
G000173735	p__	p__Proteobacteria
G009363435	p__	p__Proteobacteria
G011759365	p__	p__Proteobacteria
G000153105	p__	p__PVC_group
G011390165	p__	p__Proteobacteria
G009693745	p__	p__Proteobacteria
G900177515	p__	p__Proteobacteria
G009766105	p__	p__Acidobacteria
G002221445	p__	p__Proteobacteria
G000024085	p__	p__Proteobacteria
G003543135	p__	p__Proteobacteria
G002441265	p__	p__Proteobacteria
G000761495	p__	p__Proteobacteria
G009908425	p__	p__Proteobacteria
G003063355	p__	p__Proteobacteria
G004217215	p__	p__Proteobacteria
G004363235	p__	p__Proteobacteria
G001945365	p__	p__Proteobacteria
G000742135	p__	p__Proteobacteria
G002796345	p__	p__Proteobacteria
G003345655	p__	p__Proteobacteria
G002419965	p__	p__Proteobacteria
G003565775	p__	p__Proteobacteria
G003224835	p__	p__Acidobacteria
G001661965	p__	p__Proteobacteria
G001921745	p__	p__Proteobacteria
G902604005	p__	p__Proteobacteria
G902560805	p__	p__Proteobacteria
G001797665	p__	p__Proteobacteria
G001423495	p__	p__Proteobacteria
G002858675	p__	p__Proteobacteria
G001804125	p__	p__PVC_group
G007280935	p__	p__PVC_group
G002315875	p__	p__PVC_group
G009838515	p__	p__Acidobacteria
G003315515	p__	p__Proteobacteria
G008824185	p__	p__Proteobacteria
G001653715	p__	p__Proteobacteria
G000799715	p__	p__Proteobacteria
G900552195	p__	p__Proteobacteria
G002307175	p__	p__Proteobacteria
G900470775	p__	p__Proteobacteria
G001191005	p__	p__Proteobacteria
G007133115	p__	p__Proteobacteria
G004799325	p__	p__Proteobacteria
G003162175	p__	p__Euryarchaeota
G000820185	p__	p__Proteobacteria
G003225365	p__	p__Acidobacteria
G003252055	p__	p__Proteobacteria
G007954405	p__	p__Proteobacteria
G005879245	p__	p__Proteobacteria
G005484585	p__	p__Proteobacteria
G001898725	p__	p__Proteobacteria
G001748245	p__	p__Proteobacteria
G902542235	p__	p__Proteobacteria
G002204185	p__	p__Proteobacteria
G902597175	p__	p__Proteobacteria
G002157355	p__	p__Proteobacteria
G003569245	p__	p__PVC_group
G003142835	p__	p__Proteobacteria
G011390465	p__	p__Proteobacteria
G004005905	p__	p__Proteobacteria
G007558815	p__	p__Proteobacteria
G900110285	p__	p__Proteobacteria
G000013765	p__	p__Proteobacteria
G002692475	p__	p__Proteobacteria
G005887115	p__	p__Proteobacteria
G003138485	p__	p__PVC_group
G002429005	p__	p__PVC_group
G902594545	p__	p__SAR86_cluster
G002388905	p__	p__Proteobacteria
G003567955	p__	p__Proteobacteria
G001899255	p__	p__Proteobacteria
G902611605	p__	p__Proteobacteria
G004298295	p__	p__Proteobacteria
G001770285	p__	p__Proteobacteria
G007992495	p__	p__Proteobacteria
G002953135	p__	p__Proteobacteria
G001931685	p__	p__Proteobacteria
G004798585	p__	p__Proteobacteria
G003585935	p__	p__Proteobacteria
G002690285	p__	p__Proteobacteria
G000211835	p__	p__Proteobacteria
G000092305	p__	p__Methanomada_group
G000430005	p__	p__Proteobacteria
G902535505	p__	p__Proteobacteria
G002480165	p__	p__Proteobacteria
G001687365	p__	p__Proteobacteria
G009993495	p__	p__Proteobacteria
G001625325	p__	p__Proteobacteria
G002346475	p__	p__Acidobacteria
G003851005	p__	p__Proteobacteria
G902543295	p__	p__Proteobacteria
G001801405	p__	p__Proteobacteria
G001468265	p__	p__Proteobacteria
G002721165	p__	p__Proteobacteria
G002873615	p__	p__Proteobacteria
G003952185	p__	p__Proteobacteria
G902635545	p__	p__Proteobacteria
G000526275	p__	p__Proteobacteria
G010993975	p__	p__Proteobacteria
G902726525	p__	p__Proteobacteria
G001767455	p__	p__Acidobacteria
G000013445	p__	p__Stenosarchaea_group
G003269035	p__	p__Proteobacteria
G003050705	p__	p__Proteobacteria
G003492055	p__	p__Proteobacteria
G007136375	p__	p__FCB_group
G006438725	p__	p__Proteobacteria
G011370445	p__	p__Euryarchaeota
G011390345	p__	p__Proteobacteria
G007197755	p__	p__Proteobacteria
G003219225	p__	p__PVC_group
G004362145	p__	p__Proteobacteria
G002890675	p__	p__Proteobacteria
G003574395	p__	p__Proteobacteria
G008641105	p__	p__Proteobacteria
G900312675	p__	p__Proteobacteria
G002714465	p__	p__FCB_group
G011927625	p__	p__Proteobacteria
G001907695	p__	p__Proteobacteria
G011056285	p__	p__Acidobacteria
G002171085	p__	p__Proteobacteria
G011054555	p__	p__Proteobacteria
G003989745	p__	p__Proteobacteria
G902520575	p__	p__SAR116_cluster
G003664325	p__	p__Proteobacteria
G003994335	p__	p__Proteobacteria
G902497855	p__	p__Proteobacteria
G003105155	p__	p__Proteobacteria
G902538855	p__	p__Proteobacteria
G003991585	p__	p__Proteobacteria
G000787715	p__	p__Proteobacteria
G900142135	p__	p__Proteobacteria
G002689445	p__	p__Proteobacteria
G902527525	p__	p__Proteobacteria
G900113115	p__	p__Proteobacteria
G005879205	p__	p__Proteobacteria
G002928965	p__	p__Proteobacteria
G902588335	p__	p__Proteobacteria
G002862965	p__	p__Proteobacteria
G902604245	p__	p__Proteobacteria
G002082305	p__	p__SAR324_cluster
G009295515	p__	p__Proteobacteria
G007133055	p__	p__PVC_group
G005876855	p__	p__Proteobacteria
G900105685	p__	p__PVC_group
G009777245	p__	p__Proteobacteria
G002847445	p__	p__Proteobacteria
G003251995	p__	p__Proteobacteria
G010500895	p__	p__Proteobacteria
G002470165	p__	p__Proteobacteria
G011388475	p__	p__Acidobacteria
G001187555	p__	p__Proteobacteria
G011368065	p__	p__PVC_group
G002379585	p__	p__Proteobacteria
G007280375	p__	p__Proteobacteria
G000371905	p__	p__Proteobacteria
G004362405	p__	p__Proteobacteria
G002906855	p__	p__Proteobacteria
G000688655	p__	p__Proteobacteria
G001441535	p__	p__Proteobacteria
G001953215	p__	p__Proteobacteria
G002934065	p__	p__Proteobacteria
G009782315	p__	p__Proteobacteria
G003254465	p__	p__Proteobacteria
G902599625	p__	p__Proteobacteria
G008017755	p__	p__Proteobacteria
G900119235	p__	p__Proteobacteria
G002726375	p__	p__Proteobacteria
G002084505	p__	p__Proteobacteria
G011682145	p__	p__Proteobacteria
G003564655	p__	p__Proteobacteria
G902582875	p__	p__Proteobacteria
G009993585	p__	p__Proteobacteria
G002778015	p__	p__Proteobacteria
G009925045	p__	p__Proteobacteria
G002718595	p__	p__FCB_group
G002348185	p__	p__FCB_group
G902573175	p__	p__Proteobacteria
G006440735	p__	p__Proteobacteria
G000420045	p__	p__Proteobacteria
G003533305	p__	p__Proteobacteria
G000614545	p__	p__Proteobacteria
G000308315	p__	p__Proteobacteria
G900129825	p__	p__Proteobacteria
G003576845	p__	p__PVC_group
G902515745	p__	p__Proteobacteria
G002018365	p__	p__Proteobacteria
G000025505	p__	p__Euryarchaeota
G009455625	p__	p__Proteobacteria
G011046295	p__	p__Proteobacteria
G902610515	p__	p__Proteobacteria
G002787775	p__	p__Proteobacteria
G902826305	p__	p__Proteobacteria
G001981525	p__	p__Proteobacteria
G001602645	p__	p__Stenosarchaea_group
G003318275	p__	p__Proteobacteria
G902560075	p__	p__Proteobacteria
G007692655	p__	p__Proteobacteria
G003149575	p__	p__Proteobacteria
G007748055	p__	p__PVC_group
G902540545	p__	p__Proteobacteria
G003162495	p__	p__Acidobacteria
G013041605	p__	p__Proteobacteria
G900696085	p__	p__Proteobacteria
G007923265	p__	p__Proteobacteria
G004282995	p__	p__Proteobacteria
G000241525	p__	p__Proteobacteria
G003281045	p__	p__Proteobacteria
G006226685	p__	p__Proteobacteria
G011057845	p__	p__PVC_group
G004137855	p__	p__Stenosarchaea_group
G009781005	p__	p__Proteobacteria
G003164135	p__	p__Proteobacteria
G007556815	p__	p__Proteobacteria
G011358535	p__	p__DPANN_group
G902564295	p__	p__Proteobacteria
G001751225	p__	p__Proteobacteria
G001556125	p__	p__Proteobacteria
G003201955	p__	p__Proteobacteria
G003611475	p__	p__Proteobacteria
G013003285	p__	p__Proteobacteria
G004342175	p__	p__Proteobacteria
G001548475	p__	p__Proteobacteria
G003856275	p__	p__Proteobacteria
G000799245	p__	p__Proteobacteria
G902519255	p__	p__Proteobacteria
G002409645	p__	p__Proteobacteria
G009696265	p__	p__Proteobacteria
G002748505	p__	p__Proteobacteria
G000010405	p__	p__sulfur-oxidizing_symbionts
G000768345	p__	p__Proteobacteria
G003075525	p__	p__Proteobacteria
G000413935	p__	p__Proteobacteria
G004339665	p__	p__Proteobacteria
G900113505	p__	p__Proteobacteria
G900230185	p__	p__Proteobacteria
G900538765	p__	p__Proteobacteria
G002796325	p__	p__Proteobacteria
G001824635	p__	p__PVC_group
G003155465	p__	p__Proteobacteria
G004210275	p__	p__Proteobacteria
G013032095	p__	p__Proteobacteria
G011620785	p__	p__Stenosarchaea_group
G007124745	p__	p__Proteobacteria
G900115065	p__	p__Proteobacteria
G006514895	p__	p__Proteobacteria
G002165625	p__	p__Proteobacteria
G002862225	p__	p__PVC_group
G007570825	p__	p__Proteobacteria
G002371135	p__	p__PVC_group
G900471925	p__	p__Proteobacteria
G007135395	p__	p__Proteobacteria
G000445105	p__	p__Proteobacteria
G001899285	p__	p__Proteobacteria
G004297725	p__	p__Proteobacteria
G001425865	p__	p__Proteobacteria
G900172235	p__	p__Proteobacteria
G900162675	p__	p__Proteobacteria
G902706095	p__	p__Proteobacteria
G900108945	p__	p__Proteobacteria
G004356455	p__	p__Proteobacteria
G001312005	p__	p__Proteobacteria
G001464065	p__	p__Acidobacteria
G009830125	p__	p__Proteobacteria
G900114095	p__	p__Proteobacteria
G902579115	p__	p__Proteobacteria
G001770725	p__	p__Proteobacteria
G002482685	p__	p__Proteobacteria
G902569185	p__	p__Proteobacteria
G902592275	p__	p__Proteobacteria
G002101225	p__	p__Proteobacteria
G003244015	p__	p__Proteobacteria
G002509485	p__	p__Stenosarchaea_group
G001690495	p__	p__Proteobacteria
G009930475	p__	p__PVC_group
G003258595	p__	p__Proteobacteria
G900149685	p__	p__Proteobacteria
G007122045	p__	p__PVC_group
G010993675	p__	p__Proteobacteria
G003852235	p__	p__Proteobacteria
G001598695	p__	p__Proteobacteria
G003136935	p__	p__Proteobacteria
G002402225	p__	p__Proteobacteria
G900100155	p__	p__Proteobacteria
G002323895	p__	p__PVC_group
G900188155	p__	p__Proteobacteria
G003575965	p__	p__Proteobacteria
G004004515	p__	p__Proteobacteria
G002401775	p__	p__Proteobacteria
G002256465	p__	p__Proteobacteria
G001189335	p__	p__Proteobacteria
G011290365	p__	p__Proteobacteria
G001510895	p__	p__Proteobacteria
G001429505	p__	p__Proteobacteria
G003228405	p__	p__Proteobacteria
G000437635	p__	p__Proteobacteria
G009789555	p__	p__Proteobacteria
G000402355	p__	p__DPANN_group
G003985155	p__	p__Proteobacteria
G003013245	p__	p__Proteobacteria
G011362635	p__	p__Euryarchaeota
G900167055	p__	p__Proteobacteria
G003096995	p__	p__Proteobacteria
G003173755	p__	p__Proteobacteria
G009363255	p__	p__Proteobacteria
G011602485	p__	p__Proteobacteria
G002422985	p__	p__Proteobacteria
G002686995	p__	p__PVC_group
G902584015	p__	p__Proteobacteria
G001919865	p__	p__FCB_group
G002418945	p__	p__Proteobacteria
G008087665	p__	p__PVC_group
G001794825	p__	p__Proteobacteria
G002914005	p__	p__Proteobacteria
G002384935	p__	p__Proteobacteria
G003279685	p__	p__Proteobacteria
G000335715	p__	p__Proteobacteria
G902588635	p__	p__Proteobacteria
G011390335	p__	p__Proteobacteria
G003483645	p__	p__PVC_group
G002452265	p__	p__Proteobacteria
G002795405	p__	p__Proteobacteria
G003542275	p__	p__Proteobacteria
G000014785	p__	p__Proteobacteria
G001508335	p__	p__candidate_division_TA06
G007713455	p__	p__Proteobacteria
G003314995	p__	p__Proteobacteria
G900637305	p__	p__Proteobacteria
G900112305	p__	p__Proteobacteria
G000759535	p__	p__Proteobacteria
G900544255	p__	p__Proteobacteria
G000828055	p__	p__Proteobacteria
G001189955	p__	p__Proteobacteria
G007741475	p__	p__PVC_group
G003129605	p__	p__Proteobacteria
G902520335	p__	p__Proteobacteria
G902589505	p__	p__Proteobacteria
G001623075	p__	p__Proteobacteria
G902825945	p__	p__Acidobacteria
G902603095	p__	p__Proteobacteria
G003153295	p__	p__PVC_group
G002632485	p__	p__Proteobacteria
G000179555	p__	p__Proteobacteria
G900115745	p__	p__Proteobacteria
G003696445	p__	p__Calditrichaeota
G000819565	p__	p__Proteobacteria
G002729495	p__	p__Proteobacteria
G902515155	p__	p__SAR86_cluster
G004791165	p__	p__Proteobacteria
G011050175	p__	p__Euryarchaeota
G002311915	p__	p__Proteobacteria
G000012565	p__	p__Proteobacteria
G900187615	p__	p__Proteobacteria
G012927105	p__	p__Proteobacteria
G011398355	p__	p__Proteobacteria
G003448965	p__	p__Proteobacteria
G003226255	p__	p__Proteobacteria
G009885665	p__	p__Proteobacteria
G002817655	p__	p__PVC_group
G007375735	p__	p__Candidatus_Peregrinibacteria
G011320095	p__	p__Proteobacteria
G002169625	p__	p__Proteobacteria
G009882935	p__	p__Proteobacteria
G000007125	p__	p__Proteobacteria
G002738305	p__	p__Proteobacteria
G002448815	p__	p__Proteobacteria
G007830545	p__	p__Proteobacteria
G001591365	p__	p__Proteobacteria
G902564345	p__	p__SAR324_cluster
G008312895	p__	p__Proteobacteria
G000022145	p__	p__Proteobacteria
G012959805	p__	p__Proteobacteria
G002694985	p__	p__Proteobacteria
G001308855	p__	p__Proteobacteria
G004963905	p__	p__Proteobacteria
G902528575	p__	p__Proteobacteria
G002779605	p__	p__Proteobacteria
G002683825	p__	p__PVC_group
G008080595	p__	p__Proteobacteria
G001598235	p__	p__Proteobacteria
G902619265	p__	p__SAR86_cluster
G002862265	p__	p__PVC_group
G003153775	p__	p__Proteobacteria
G000955795	p__	p__Proteobacteria
G003053805	p__	p__Proteobacteria
G902588745	p__	p__Proteobacteria
G900141995	p__	p__Proteobacteria
G012960225	p__	p__FCB_group
G002901265	p__	p__PVC_group
G003065365	p__	p__Proteobacteria
G007830255	p__	p__Proteobacteria
G003220955	p__	p__FCB_group
G001625575	p__	p__Proteobacteria
G902613185	p__	p__Proteobacteria
G902498135	p__	p__Proteobacteria
G002304915	p__	p__PVC_group
G003443995	p__	p__Proteobacteria
G003363155	p__	p__Proteobacteria
G900469475	p__	p__Proteobacteria
G011601275	p__	p__Proteobacteria
G003167555	p__	p__PVC_group
G002378605	p__	p__Proteobacteria
G000399665	p__	p__Proteobacteria
G000282315	p__	p__Proteobacteria
G009828095	p__	p__Proteobacteria
G009773375	p__	p__Proteobacteria
G001767195	p__	p__Acidobacteria
G900104445	p__	p__Proteobacteria
G012727935	p__	p__Proteobacteria
G012103475	p__	p__Proteobacteria
G004348265	p__	p__Proteobacteria
G002201895	p__	p__Euryarchaeota
G002198735	p__	p__Proteobacteria
G001463765	p__	p__Proteobacteria
G900129905	p__	p__Proteobacteria
G002726615	p__	p__Proteobacteria
G002710725	p__	p__Proteobacteria
G001431405	p__	p__Proteobacteria
G000024625	p__	p__Methanomada_group
G000260135	p__	p__Proteobacteria
G001595945	p__	p__Diaforarchaea_group
G002135415	p__	p__Proteobacteria
G008932955	p__	p__PVC_group
G002839995	p__	p__Proteobacteria
G900589395	p__	p__Proteobacteria
G900114895	p__	p__Proteobacteria
G003702045	p__	p__Proteobacteria
G003557905	p__	p__Diaforarchaea_group
G005878685	p__	p__Proteobacteria
G001028665	p__	p__Proteobacteria
G006874625	p__	p__Proteobacteria
G012522275	p__	p__Proteobacteria
G003697185	p__	p__Proteobacteria
G002885975	p__	p__Proteobacteria
G000422545	p__	p__Proteobacteria
G003026475	p__	p__Proteobacteria
G003242955	p__	p__Proteobacteria
G011620215	p__	p__Proteobacteria
G005792805	p__	p__Proteobacteria
G005789645	p__	p__PVC_group
G902522585	p__	p__Proteobacteria
G900465665	p__	p__Proteobacteria
G011087745	p__	p__Proteobacteria
G001941965	p__	p__Proteobacteria
G002085085	p__	p__Proteobacteria
G001428685	p__	p__Proteobacteria
G902536655	p__	p__Proteobacteria
G001873565	p__	p__Candidatus_Peregrinibacteria
G009885935	p__	p__Proteobacteria
G000439375	p__	p__Proteobacteria
G002155145	p__	p__Proteobacteria
G002685075	p__	p__Proteobacteria
G005798775	p__	p__Proteobacteria
G003364215	p__	p__Proteobacteria
G900107695	p__	p__Proteobacteria
G003660165	p__	p__Proteobacteria
G902595125	p__	p__Proteobacteria
G002741075	p__	p__Proteobacteria
G000377565	p__	p__Proteobacteria
G003003355	p__	p__Proteobacteria
G902774305	p__	p__Proteobacteria
G001421245	p__	p__Proteobacteria
G003651045	p__	p__Diaforarchaea_group
G001770235	p__	p__Proteobacteria
G000621165	p__	p__Proteobacteria
G002753185	p__	p__Proteobacteria
G007833215	p__	p__Proteobacteria
G900129675	p__	p__Proteobacteria
G003173035	p__	p__Proteobacteria
G000319225	p__	p__Proteobacteria
G004011805	p__	p__Proteobacteria
G003201205	p__	p__Proteobacteria
G011332705	p__	p__Candidatus_Berkelbacteria
G001412535	p__	p__Proteobacteria
G004341885	p__	p__Proteobacteria
G002763225	p__	p__DPANN_group
G011523795	p__	p__Proteobacteria
G000224005	p__	p__Proteobacteria
G000015165	p__	p__Proteobacteria
G003151775	p__	p__Proteobacteria
G002967715	p__	p__PVC_group
G000771875	p__	p__Proteobacteria
G002787635	p__	p__Proteobacteria
G013043705	p__	p__Proteobacteria
G003122425	p__	p__Proteobacteria
G000420645	p__	p__Proteobacteria
G000759835	p__	p__Proteobacteria
G900089945	p__	p__Proteobacteria
G009932375	p__	p__Proteobacteria
G002709395	p__	p__PVC_group
G003223165	p__	p__Acidobacteria
G003140315	p__	p__Proteobacteria
G002364485	p__	p__PVC_group
G902557585	p__	p__Proteobacteria
G001758785	p__	p__Proteobacteria
G009827205	p__	p__PVC_group
G002836205	p__	p__Proteobacteria
G010093205	p__	p__Proteobacteria
G000020225	p__	p__PVC_group
G002083435	p__	p__Proteobacteria
G900537075	p__	p__Proteobacteria
G003721225	p__	p__Proteobacteria
G007132315	p__	p__PVC_group
G902614905	p__	p__Proteobacteria
G003477185	p__	p__PVC_group
G002753725	p__	p__Proteobacteria
G000196795	p__	p__Proteobacteria
G002716585	p__	p__Proteobacteria
G902578815	p__	p__SAR116_cluster
G000617845	p__	p__Proteobacteria
G000800615	p__	p__Proteobacteria
G000963705	p__	p__Proteobacteria
G011525905	p__	p__Acidobacteria
G001657295	p__	p__Proteobacteria
G000158155	p__	p__Proteobacteria
G009694185	p__	p__Proteobacteria
G007131235	p__	p__Proteobacteria
G002198665	p__	p__Proteobacteria
G003076275	p__	p__Proteobacteria
G902705855	p__	p__Proteobacteria
G001267925	p__	p__Proteobacteria
G002356095	p__	p__Proteobacteria
G902575375	p__	p__Proteobacteria
G002733805	p__	p__Proteobacteria
G902545405	p__	p__Proteobacteria
G900580865	p__	p__Proteobacteria
G001438145	p__	p__OMG_group
G007752345	p__	p__PVC_group
G011337885	p__	p__Proteobacteria
G902537945	p__	p__SAR116_cluster
G002220365	p__	p__Proteobacteria
G000473325	p__	p__Proteobacteria
G012269595	p__	p__PVC_group
G004298015	p__	p__Proteobacteria
G007693725	p__	p__PVC_group
G002002925	p__	p__Proteobacteria
G902826095	p__	p__Proteobacteria
G009496535	p__	p__Proteobacteria
G001558155	p__	p__Proteobacteria
G902593445	p__	p__Proteobacteria
G009766095	p__	p__Acidobacteria
G003112735	p__	p__Proteobacteria
G012744475	p__	p__PVC_group
G001591385	p__	p__Proteobacteria
G000985875	p__	p__Proteobacteria
G000238315	p__	p__Proteobacteria
G011762095	p__	p__Proteobacteria
G002451065	p__	p__Proteobacteria
G006064855	p__	p__Proteobacteria
G902564265	p__	p__Proteobacteria
G002701545	p__	p__PVC_group
G003252535	p__	p__Proteobacteria
G900116895	p__	p__Proteobacteria
G002305875	p__	p__Proteobacteria
G000179915	p__	p__Acidobacteria
G003937915	p__	p__Proteobacteria
G007858975	p__	p__Proteobacteria
G902524595	p__	p__Proteobacteria
G007993755	p__	p__Proteobacteria
G002005325	p__	p__Proteobacteria
G000743715	p__	p__Proteobacteria
G000420545	p__	p__Proteobacteria
G900104085	p__	p__Proteobacteria
G007004095	p__	p__Proteobacteria
G001984095	p__	p__Proteobacteria
G002763345	p__	p__DPANN_group
G003134595	p__	p__Proteobacteria
G000195295	p__	p__Proteobacteria
G002869685	p__	p__Proteobacteria
G002307355	p__	p__Proteobacteria
G002729515	p__	p__Proteobacteria
G000733295	p__	p__Proteobacteria
G900215325	p__	p__FCB_group
G902590345	p__	p__Proteobacteria
G900089775	p__	p__Proteobacteria
G004331285	p__	p__Proteobacteria
G002292215	p__	p__Proteobacteria
G002367455	p__	p__Proteobacteria
G002293145	p__	p__PVC_group
G000830255	p__	p__Proteobacteria
G002451175	p__	p__Proteobacteria
G002707215	p__	p__Proteobacteria
G012744275	p__	p__Proteobacteria
G001982605	p__	p__Proteobacteria
G000620085	p__	p__Proteobacteria
G011064725	p__	p__PVC_group
G005882215	p__	p__Proteobacteria
G001830475	p__	p__Proteobacteria
